Nom;Modèle;Marque;Capacité;RAM;Connectivité;Couleur;norm;tokens;EAN;PartNumber
+ frais de transport chrono;+ frais de transport chrono;;;;;;+ frais de transport chrono;{'de', '+', 'frais', 'chrono', 'transport'};;
Abonnement forfait convergence;Abonnement forfait convergence;;;;;;abonnement forfait convergence;{'abonnement', 'convergence', 'forfait'};;
Acompte;Acompte;;;;;;acompte;{'acompte'};;
activation de SIM;activation de SIM;;;;;;activation de sim;{'sim', 'de', 'activation'};;
Ninja BC251 Blast Max Smoothie Maker 570ml Blue;Ninja BC251 Blast Max Smoothie Maker 570ml;;;;;Blue;ninja bc251 blast max smoothie maker 570ml blue;{'570ml', 'blast', 'max', 'ninja', 'maker', 'blue', 'smoothie', 'bc251'};622356310246;
Ninja BC251 Blast Max Smoothie Maker 570ml Grey;Ninja BC251 Blast Max Smoothie Maker 570ml;;;;;Grey;ninja bc251 blast max smoothie maker 570ml grey;{'570ml', 'blast', 'grey', 'max', 'ninja', 'maker', 'smoothie', 'bc251'};;
Ninja BC251 Blast Max Smoothie Maker 570ml Lavender;Ninja BC251 Blast Max Smoothie Maker 570ml;;;;;Lavender;ninja bc251 blast max smoothie maker 570ml lavender;{'570ml', 'blast', 'lavender', 'max', 'ninja', 'maker', 'smoothie', 'bc251'};;
Ninja BC251 Blast Max Smoothie Maker 570ml Silver;Ninja BC251 Blast Max Smoothie Maker 570ml;;;;;Silver;ninja bc251 blast max smoothie maker 570ml silver;{'570ml', 'blast', 'max', 'ninja', 'maker', 'silver', 'smoothie', 'bc251'};622356310161;
NOKIA 105 4G 2024 BLACK;105 2024;Nokia;;;4G;Black;nokia 105 4g 2024 black;{'black', '105', '4g', 'nokia', '2024'};;
Nokia 235 DS 4G Black;235 DS;Nokia;;;4G;Black;nokia 235 ds 4g black;{'black', '4g', 'nokia', 'ds', '235'};;
Nokia 235 DS 4G Blue;235 DS;Nokia;;;4G;Blue;nokia 235 ds 4g blue;{'4g', 'nokia', 'ds', 'blue', '235'};;
Nokia 235 DS 4G Purple;235 DS;Nokia;;;4G;Purple;nokia 235 ds 4g purple;{'purple', '4g', 'nokia', 'ds', '235'};;
Nokia 2660 Flip DS 4G Black ;2660 Flip DS;Nokia;;;4G;Black;nokia 2660 flip ds 4g black;{'black', '4g', 'flip', 'nokia', 'ds', '2660'};;TA-1469
Nokia 2660 Flip DS 4G Blue;2660 Flip DS;Nokia;;;4G;Blue;nokia 2660 flip ds 4g blue;{'4g', 'flip', 'nokia', 'ds', 'blue', '2660'};;2660 FLIP BL
Nokia 2660 Flip DS 4G Pop Pink;2660 Flip DS Pop;Nokia;;;4G;Pink;nokia 2660 flip ds 4g pop pink;{'pink', 'pop', '4g', 'flip', 'nokia', 'ds', '2660'};;
Nokia 2660 Flip DS Lush Green ;2660 Flip DS Lush;Nokia;;;;Green;nokia 2660 flip ds lush green;{'lush', 'green', 'flip', 'nokia', 'ds', '2660'};;
Nothing Buds Dark Grey;Dark;Nothing;;;;Grey;nothing buds dark grey;{'buds', 'dark', 'grey', 'nothing'};6974434225077;
Nothing Ear (a) ecouteurs Bluetooth sans Fil avec Intégration de ChatGPT, Réduction Active du Bruit, Algorithme Bass Enhance et Jusqu’à 42,5 Heures d’écoute Black;ecouteurs Bluetooth sans Fil avec Intégration de ChatGPT Réduction Active du Bruit Algorithme Bass Enhance Jusqu’à 42 5 Heures d’écoute;Nothing;;;;Black;nothing ear a ecouteurs bluetooth sans fil avec intégration de chatgpt réduction active du bruit algorithme bass enhance et jusqu’à 42 5 heures d’écoute black;{'de', 'bluetooth', 'd’écoute', 'intégration', 'du', 'ear', 'jusqu’à', 'algorithme', 'fil', 'nothing', 'ecouteurs', 'bass', 'a', '5', 'heures', 'active', 'chatgpt', 'bruit', '42', 'avec', 'black', 'enhance', 'réduction', 'et', 'sans'};;
Nothing Ear (a) ecouteurs Bluetooth sans Fil avec Intégration de ChatGPT, Réduction Active du Bruit, Algorithme Bass Enhance et Jusqu’à 42,5 Heures d’écoute Yellow;ecouteurs Bluetooth sans Fil avec Intégration de ChatGPT Réduction Active du Bruit Algorithme Bass Enhance Jusqu’à 42 5 Heures d’écoute;Nothing;;;;Yellow;nothing ear a ecouteurs bluetooth sans fil avec intégration de chatgpt réduction active du bruit algorithme bass enhance et jusqu’à 42 5 heures d’écoute yellow;{'de', 'bluetooth', 'd’écoute', 'intégration', 'yellow', 'du', 'ear', 'jusqu’à', 'algorithme', 'fil', 'nothing', 'ecouteurs', 'bass', 'a', '5', 'heures', 'active', 'chatgpt', 'bruit', '42', 'avec', 'enhance', 'réduction', 'et', 'sans'};;
Nothing Phone 2a 5G DS 12/256Gb Black;Phone 2a DS;Nothing;256GB;12;5G;Black;nothing phone 2a 5g ds 12 256gb black;{'black', '256gb', '5g', '12', 'nothing', 'ds', '2a', 'phone'};;
Nothing Phone 2a 5G DS 12/256Gb White;Phone 2a DS;Nothing;256GB;12;5G;White;nothing phone 2a 5g ds 12 256gb white;{'256gb', '5g', '12', 'nothing', 'ds', '2a', 'white', 'phone'};;
Nothing Phone 2a 5G DS 8/128Gb Black;Phone 2a DS;Nothing;128GB;8;5G;Black;nothing phone 2a 5g ds 8 128gb black;{'black', '5g', 'nothing', '128gb', 'ds', '2a', '8', 'phone'};6974434226173;
Nothing Phone 2a 5G DS 8/128Gb White;Phone 2a DS;Nothing;128GB;8;5G;White;nothing phone 2a 5g ds 8 128gb white;{'5g', 'nothing', '128gb', 'ds', '2a', 'white', '8', 'phone'};;
Nothing Phone 2a Plus 5G DS 12/256Gb Black;Phone 2a Plus DS;Nothing;256GB;12;5G;Black;nothing phone 2a plus 5g ds 12 256gb black;{'black', '256gb', '5g', 'plus', '12', 'nothing', 'ds', '2a', 'phone'};;
Nothing Phone 2a Plus 5G DS 12/256Gb Grey;Phone 2a Plus DS;Nothing;256GB;12;5G;Grey;nothing phone 2a plus 5g ds 12 256gb grey;{'256gb', '5g', 'plus', '12', 'grey', 'nothing', 'ds', '2a', 'phone'};6974434222564;
Nothing Phone 3 5G DS 12/256Gb Black;Phone 3 DS;Nothing;256GB;12;5G;Black;nothing phone 3 5g ds 12 256gb black;{'black', '256gb', '5g', '12', 'nothing', 'ds', 'phone', '3'};6974434226159;
Nothing Phone 3 5G DS 12/256Gb White;Phone 3 DS;Nothing;256GB;12;5G;White;nothing phone 3 5g ds 12 256gb white;{'256gb', '5g', '12', 'nothing', 'ds', 'white', 'phone', '3'};6974434226166;
Nothing Phone 3a 5G DS 12/256Gb Black;Phone 3a DS;Nothing;256GB;12;5G;Black;nothing phone 3a 5g ds 12 256gb black;{'black', '256gb', '5g', '12', '3a', 'nothing', 'ds', 'phone'};6974434224292;
Nothing Phone 3a 5G DS 12/256Gb White;Phone 3a DS;Nothing;256GB;12;5G;White;nothing phone 3a 5g ds 12 256gb white;{'256gb', '5g', '12', '3a', 'nothing', 'ds', 'white', 'phone'};;
Nothing Phone 3a 5G DS 8/128Gb Black;Phone 3a DS;Nothing;128GB;8;5G;Black;nothing phone 3a 5g ds 8 128gb black;{'black', '5g', '3a', 'nothing', '128gb', 'ds', '8', 'phone'};6974434224230;
Nothing Phone 3a 5G DS 8/128Gb White;Phone 3a DS;Nothing;128GB;8;5G;White;nothing phone 3a 5g ds 8 128gb white;{'5g', '3a', 'nothing', '128gb', 'ds', 'white', '8', 'phone'};6974434224346;
Nothing Phone 3a Pro 5G DS 12/256Gb Black;Phone 3a Pro DS;Nothing;256GB;12;5G;Black;nothing phone 3a pro 5g ds 12 256gb black;{'black', '256gb', '5g', '12', '3a', 'nothing', 'ds', 'pro', 'phone'};;
Nothing Phone 3a Pro 5G DS 12/256Gb Grey;Phone 3a Pro DS;Nothing;256GB;12;5G;Grey;nothing phone 3a pro 5g ds 12 256gb grey;{'256gb', '5g', '12', '3a', 'grey', 'nothing', 'ds', 'pro', 'phone'};;
Octroi de mer 7%  et octroi de mer régional 2,5%;Octroi de mer 7% octroi de mer régional 2 5%;;;;;;octroi de mer 7% et octroi de mer régional 2 5%;{'de', 'mer', 'octroi', '2', 'régional', '5%', 'et', '7%'};;
Oppo Reno 13F 5G 8/256Gb Blue;Reno 13F;Oppo;256GB;8;5G;Blue;oppo reno 13f 5g 8 256gb blue;{'reno', '256gb', '5g', 'oppo', '13f', 'blue', '8'};;
Oppo Reno 13F 5G 8/256Gb Grey;Reno 13F;Oppo;256GB;8;5G;Grey;oppo reno 13f 5g 8 256gb grey;{'reno', '256gb', '5g', 'oppo', 'grey', '13f', '8'};;
Oppo Reno 13F 5G 8/256Gb Purple;Reno 13F;Oppo;256GB;8;5G;Purple;oppo reno 13f 5g 8 256gb purple;{'reno', '256gb', '5g', 'oppo', 'purple', '13f', '8'};;
Phone accessory 4;Phone accessory 4;;;;;;phone accessory 4;{'accessory', '4', 'phone'};;
Plug HOTWAV ;Plug HOTWAV;;;;;;plug hotwav;{'plug', 'hotwav'};;
protection LCD Ipad 10.2 ;protection LCD Ipad 10.2;;;;;;protection lcd ipad 10.2;{'lcd', '10.2', 'ipad', 'protection'};;
Recharger le e-wallet;Recharger le e-wallet;;;;;;recharger le e wallet;{'wallet', 'le', 'recharger', 'e'};;
Remise;Remise;;;;;;remise;{'remise'};;
RESTAURANT / REPRESENTATION;RESTAURANT / REPRESENTATION;;;;;;restaurant representation;{'restaurant', 'representation'};;
Riversong Smartwatch Motive 6 Pro Rose Gold SW62 - 6975222041923;Riversong Smartwatch Motive 6 Pro SW62 - 6975222041923;;;;;Rose Gold;riversong smartwatch motive 6 pro rose gold sw62 6975222041923;{'6975222041923', '6', 'riversong', 'gold', 'motive', 'rose', 'pro', 'sw62', 'smartwatch'};;
Riversong Smartwatch Motive 6 Pro Space Gray SW62 - 6975222041916;Riversong Smartwatch Motive 6 Pro SW62 - 6975222041916;;;;;Space Gray;riversong smartwatch motive 6 pro space gray sw62 6975222041916;{'6975222041916', '6', 'riversong', 'gray', 'motive', 'pro', 'space', 'sw62', 'smartwatch'};;
Sac à dos compression sous vide Black;Sac à dos compression sous vide;;;;;Black;sac à dos compression sous vide black;{'sous', 'black', 'dos', 'sac', 'à', 'vide', 'compression'};;
Samsung 15W USB-A Fast Adapter EP-TA200 Black;15W Fast Adapter EP-TA200;Samsung;;;;Black;samsung 15w usb a fast adapter ep ta200 black;{'black', 'usb', '15w', 'fast', 'samsung', 'adapter', 'ta200', 'a', 'ep'};;
Samsung 25W USB-C Fast Adapter EP-T2510 Black;25W Fast Adapter EP-T2510;Samsung;;;;Black;samsung 25w usb c fast adapter ep t2510 black;{'black', 'usb', '25w', 't2510', 'c', 'fast', 'samsung', 'adapter', 'ep'};8806094899528;
Samsung 25W USB-C Fast Adapter EP-T2510 White;25W Fast Adapter EP-T2510;Samsung;;;;White;samsung 25w usb c fast adapter ep t2510 white;{'usb', '25w', 't2510', 'c', 'fast', 'samsung', 'adapter', 'white', 'ep'};8806094912081;
Samsung 25W USB-C Fast Adapter EP-T2510 with Cable White;25W Fast Adapter EP-T2510;Samsung;;;;White;samsung 25w usb c fast adapter ep t2510 with cable white;{'usb', '25w', 't2510', 'with', 'c', 'fast', 'samsung', 'adapter', 'white', 'ep', 'cable'};8806094911985;
Samsung 25W USB-C Fast Adapter EP-TA800 Bulk Black;25W Fast Adapter EP-TA800 Bulk;Samsung;;;;Black;samsung 25w usb c fast adapter ep ta800 bulk black;{'black', 'usb', '25w', 'ta800', 'c', 'fast', 'samsung', 'adapter', 'bulk', 'ep'};;
Samsung 25W USB-C Fast Adapter EP-TA800 Bulk White;25W Fast Adapter EP-TA800 Bulk;Samsung;;;;White;samsung 25w usb c fast adapter ep ta800 bulk white;{'usb', '25w', 'ta800', 'c', 'fast', 'samsung', 'adapter', 'bulk', 'white', 'ep'};8809580801272;
Samsung Galaxy A05 A055 DS 4/64Gb Non EU Black;Galaxy A05 A055 DS Non EU;Samsung;64GB;4;;Black;samsung galaxy a05 a055 ds 4 64gb non eu black;{'black', 'a055', 'a05', '4', '64gb', 'galaxy', 'non', 'ds', 'samsung', 'eu'};;
Samsung Galaxy A05S A057 DS 4/128Gb Black;Galaxy A05S A057 DS;Samsung;128GB;4;;Black;samsung galaxy a05s a057 ds 4 128gb black;{'black', '4', 'a05s', '128gb', 'galaxy', 'ds', 'samsung', 'a057'};;
Samsung Galaxy A05S A057 DS 4/128Gb Green;Galaxy A05S A057 DS;Samsung;128GB;4;;Green;samsung galaxy a05s a057 ds 4 128gb green;{'green', '4', 'a05s', '128gb', 'galaxy', 'ds', 'samsung', 'a057'};;
Samsung Galaxy A05S A057 DS 4/128Gb Silver;Galaxy A05S A057 DS;Samsung;128GB;4;;Silver;samsung galaxy a05s a057 ds 4 128gb silver;{'4', 'a05s', '128gb', 'galaxy', 'ds', 'samsung', 'a057', 'silver'};;
Samsung Galaxy A05S A057 DS 4/64Gb Black;Galaxy A05S A057 DS;Samsung;64GB;4;;Black;samsung galaxy a05s a057 ds 4 64gb black;{'black', '4', '64gb', 'a05s', 'galaxy', 'ds', 'samsung', 'a057'};8806095268408;
Samsung Galaxy A05S A057 DS 4/64Gb Green;Galaxy A05S A057 DS;Samsung;64GB;4;;Green;samsung galaxy a05s a057 ds 4 64gb green;{'green', '4', '64gb', 'a05s', 'galaxy', 'ds', 'samsung', 'a057'};8806095268507;
Samsung Galaxy A05S A057 DS 4/64Gb Silver;Galaxy A05S A057 DS;Samsung;64GB;4;;Silver;samsung galaxy a05s a057 ds 4 64gb silver;{'4', '64gb', 'a05s', 'galaxy', 'ds', 'samsung', 'a057', 'silver'};;
Samsung Galaxy A06 A065 DS 4/128Gb Non EU Black;Galaxy A06 A065 DS Non EU;Samsung;128GB;4;;Black;samsung galaxy a06 a065 ds 4 128gb non eu black;{'a065', 'black', '4', '128gb', 'galaxy', 'a06', 'ds', 'samsung', 'non', 'eu'};;
Samsung Galaxy A06 A065 DS 4/64Gb Non EU Black;Galaxy A06 A065 DS Non EU;Samsung;64GB;4;;Black;samsung galaxy a06 a065 ds 4 64gb non eu black;{'a065', 'black', '4', '64gb', 'galaxy', 'a06', 'ds', 'samsung', 'non', 'eu'};;
Samsung Galaxy A06 A065 DS 4/64Gb Non EU Gold;Galaxy A06 A065 DS Non EU;Samsung;64GB;4;;Gold;samsung galaxy a06 a065 ds 4 64gb non eu gold;{'a065', '4', '64gb', 'gold', 'galaxy', 'a06', 'ds', 'samsung', 'non', 'eu'};;
Samsung Galaxy A06 A065 DS 4/64Gb Non EU Green;Galaxy A06 A065 DS Non EU;Samsung;64GB;4;;Green;samsung galaxy a06 a065 ds 4 64gb non eu green;{'a065', 'green', '4', '64gb', 'galaxy', 'a06', 'ds', 'samsung', 'non', 'eu'};;
Samsung Galaxy A06 A065 DS 4/64Gb Non EU Light Blue;Galaxy A06 A065 DS Non EU Light;Samsung;64GB;4;;Blue;samsung galaxy a06 a065 ds 4 64gb non eu light blue;{'a065', '4', '64gb', 'galaxy', 'a06', 'ds', 'samsung', 'non', 'light', 'blue', 'eu'};;
Samsung Galaxy A07 A075 DS 4/128Gb Non EU Black;Galaxy A07 A075 DS Non EU;Samsung;128GB;4;;Black;samsung galaxy a07 a075 ds 4 128gb non eu black;{'black', 'a07', '4', '128gb', 'galaxy', 'non', 'ds', 'samsung', 'eu', 'a075'};;
Samsung Galaxy A07 A075 DS 4/64Gb Non EU Black;Galaxy A07 A075 DS Non EU;Samsung;64GB;4;;Black;samsung galaxy a07 a075 ds 4 64gb non eu black;{'black', 'a07', '4', '64gb', 'galaxy', 'non', 'ds', 'samsung', 'eu', 'a075'};;
Samsung Galaxy A16 5G A166 DS 4/128Gb Blue Black;Galaxy A16 A166 DS Blue;Samsung;128GB;4;5G;Black;samsung galaxy a16 5g a166 ds 4 128gb blue black;{'black', 'a16', '5g', '4', '128gb', 'galaxy', 'samsung', 'ds', 'blue', 'a166'};;
Samsung Galaxy A16 5G A166 DS 4/128Gb Enterprise Edition Blue Black;Galaxy A16 A166 DS Enterprise Edition Blue;Samsung;128GB;4;5G;Black;samsung galaxy a16 5g a166 ds 4 128gb enterprise edition blue black;{'black', 'a16', '5g', 'enterprise', '4', '128gb', 'galaxy', 'samsung', 'ds', 'blue', 'a166', 'edition'};8806097091554;
Samsung Galaxy A16 5G A166 DS 4/128Gb Light Green;Galaxy A16 A166 DS Light;Samsung;128GB;4;5G;Green;samsung galaxy a16 5g a166 ds 4 128gb light green;{'a16', 'green', '5g', '4', '128gb', 'galaxy', 'light', 'samsung', 'ds', 'a166'};;SM-A166B
Samsung Galaxy A16 5G A166 DS 4/128Gb Light Grey;Galaxy A16 A166 DS Light;Samsung;128GB;4;5G;Grey;samsung galaxy a16 5g a166 ds 4 128gb light grey;{'a16', '5g', '4', 'grey', '128gb', 'galaxy', 'light', 'samsung', 'ds', 'a166'};;
Samsung Galaxy A16 5G A166 DS 8/256Gb Blue Black;Galaxy A16 A166 DS Blue;Samsung;256GB;8;5G;Black;samsung galaxy a16 5g a166 ds 8 256gb blue black;{'black', 'a16', '256gb', '5g', 'galaxy', 'samsung', 'ds', 'blue', 'a166', '8'};;
Samsung Galaxy A16 5G A166 DS 8/256Gb Light Green;Galaxy A16 A166 DS Light;Samsung;256GB;8;5G;Green;samsung galaxy a16 5g a166 ds 8 256gb light green;{'a16', '256gb', '5g', 'green', 'galaxy', 'light', 'samsung', 'ds', 'a166', '8'};;
Samsung Galaxy A16 5G A166 DS 8/256Gb Light Grey;Galaxy A16 A166 DS Light;Samsung;256GB;8;5G;Grey;samsung galaxy a16 5g a166 ds 8 256gb light grey;{'a16', '256gb', '5g', 'grey', 'galaxy', 'light', 'samsung', 'ds', 'a166', '8'};;
Samsung Galaxy A16 A165 DS 4/128Gb Black;Galaxy A16 A165 DS;Samsung;128GB;4;;Black;samsung galaxy a16 a165 ds 4 128gb black;{'black', 'a16', '4', '128gb', 'galaxy', 'ds', 'samsung', 'a165'};8806095822334;
Samsung Galaxy A16 A165 DS 4/128Gb Enterprise Edition Black;Galaxy A16 A165 DS Enterprise Edition;Samsung;128GB;4;;Black;samsung galaxy a16 a165 ds 4 128gb enterprise edition black;{'black', 'a16', 'enterprise', '4', '128gb', 'galaxy', 'ds', 'samsung', 'a165', 'edition'};;
Samsung Galaxy A16 A165 DS 4/128Gb Grey;Galaxy A16 A165 DS;Samsung;128GB;4;;Grey;samsung galaxy a16 a165 ds 4 128gb grey;{'a16', '4', 'grey', '128gb', 'galaxy', 'ds', 'samsung', 'a165'};8806095822846;SM-A176BZADEUE
Samsung Galaxy A16 A165 DS 4/128Gb Light Green;Galaxy A16 A165 DS Light;Samsung;128GB;4;;Green;samsung galaxy a16 a165 ds 4 128gb light green;{'a16', 'green', '4', '128gb', 'galaxy', 'light', 'ds', 'samsung', 'a165'};;
Samsung Galaxy A16 A165 DS 4/128Gb Non EU Black;Galaxy A16 A165 DS Non EU;Samsung;128GB;4;;Black;samsung galaxy a16 a165 ds 4 128gb non eu black;{'black', 'a16', '4', '128gb', 'galaxy', 'non', 'ds', 'samsung', 'a165', 'eu'};8806095822365;
Samsung Galaxy A16 A165 DS 4/128Gb Non EU Green;Galaxy A16 A165 DS Non EU;Samsung;128GB;4;;Green;samsung galaxy a16 a165 ds 4 128gb non eu green;{'a16', 'green', '4', '128gb', 'galaxy', 'non', 'ds', 'samsung', 'a165', 'eu'};;
Samsung Galaxy A16 A165 DS 4/128Gb Non EU Grey;Galaxy A16 A165 DS Non EU;Samsung;128GB;4;;Grey;samsung galaxy a16 a165 ds 4 128gb non eu grey;{'a16', '4', 'grey', '128gb', 'galaxy', 'non', 'ds', 'samsung', 'a165', 'eu'};;
Samsung Galaxy A16 A165 DS 8/256Gb Black;Galaxy A16 A165 DS;Samsung;256GB;8;;Black;samsung galaxy a16 a165 ds 8 256gb black;{'black', 'a16', '256gb', 'galaxy', 'ds', 'samsung', 'a165', '8'};8806095822297;SM-A176BZKDEUE
Samsung Galaxy A17 5G A176 DS 4/128Gb Black;Galaxy A17 A176 DS;Samsung;128GB;4;5G;Black;samsung galaxy a17 5g a176 ds 4 128gb black;{'black', 'a17', '5g', '4', '128gb', 'galaxy', 'samsung', 'ds', 'a176'};8806097640226;SM-A176BZKAEUE
Samsung Galaxy A17 5G A176 DS 4/128Gb Blue;Galaxy A17 A176 DS;Samsung;128GB;4;5G;Blue;samsung galaxy a17 5g a176 ds 4 128gb blue;{'a17', '5g', '4', '128gb', 'galaxy', 'samsung', 'ds', 'blue', 'a176'};;SM-A176BZBAEUE
Samsung Galaxy A17 5G A176 DS 4/128Gb Grey;Galaxy A17 A176 DS;Samsung;128GB;4;5G;Grey;samsung galaxy a17 5g a176 ds 4 128gb grey;{'a17', '5g', '4', 'grey', '128gb', 'galaxy', 'samsung', 'ds', 'a176'};;SM-A176BZAAEUE
Samsung Galaxy A26 5G A266 DS 6/128Gb Black;Galaxy A26 A266 DS;Samsung;128GB;6;5G;Black;samsung galaxy a26 5g a266 ds 6 128gb black;{'black', '5g', 'a26', '6', '128gb', 'galaxy', 'samsung', 'ds', 'a266'};8806097072812;
Samsung Galaxy A26 5G A266 DS 6/128Gb Enterprise Edition Black;Galaxy A26 A266 DS Enterprise Edition;Samsung;128GB;6;5G;Black;samsung galaxy a26 5g a266 ds 6 128gb enterprise edition black;{'black', '5g', 'a26', 'enterprise', '6', '128gb', 'galaxy', 'samsung', 'ds', 'edition', 'a266'};;
Samsung Galaxy A26 5G A266 DS 6/128Gb Mint;Galaxy A26 A266 DS;Samsung;128GB;6;5G;Mint;samsung galaxy a26 5g a266 ds 6 128gb mint;{'5g', 'a26', '6', '128gb', 'galaxy', 'mint', 'samsung', 'ds', 'a266'};8806097072829;
Samsung Galaxy A26 5G A266 DS 6/128Gb White;Galaxy A26 A266 DS;Samsung;128GB;6;5G;White;samsung galaxy a26 5g a266 ds 6 128gb white;{'5g', 'a26', '6', '128gb', 'galaxy', 'samsung', 'ds', 'white', 'a266'};8806097072874;
Samsung Galaxy A26 5G A266 DS 6/128Gb White ;Galaxy A26 A266 DS;Samsung;128GB;6;5G;White;samsung galaxy a26 5g a266 ds 6 128gb white;{'5g', 'a26', '6', '128gb', 'galaxy', 'samsung', 'ds', 'white', 'a266'};;
Samsung Galaxy A26 5G A266 DS 8/256Gb Black;Galaxy A26 A266 DS;Samsung;256GB;8;5G;Black;samsung galaxy a26 5g a266 ds 8 256gb black;{'black', '256gb', '5g', 'a26', 'galaxy', 'samsung', 'ds', '8', 'a266'};8806097072799;
Samsung Galaxy A26 5G A266 DS 8/256Gb Mint;Galaxy A26 A266 DS;Samsung;256GB;8;5G;Mint;samsung galaxy a26 5g a266 ds 8 256gb mint;{'256gb', '5g', 'a26', 'galaxy', 'mint', 'samsung', 'ds', '8', 'a266'};8806097072836;
Samsung Galaxy A26 5G A266 DS 8/256Gb White;Galaxy A26 A266 DS;Samsung;256GB;8;5G;White;samsung galaxy a26 5g a266 ds 8 256gb white;{'256gb', '5g', 'a26', 'galaxy', 'samsung', 'ds', 'white', '8', 'a266'};;
Samsung Galaxy A34 A346 5G DS 6/128Gb Enterprise Edition Graphite;Galaxy A34 A346 DS Enterprise Edition;Samsung;128GB;6;5G;Graphite;samsung galaxy a34 a346 5g ds 6 128gb enterprise edition graphite;{'5g', 'enterprise', 'a346', '6', 'graphite', '128gb', 'galaxy', 'a34', 'samsung', 'ds', 'edition'};8806095826202;
Samsung Galaxy A35 A356 5G DS 6/128Gb Enterprise Edition Navy;Galaxy A35 A356 DS Enterprise Edition;Samsung;128GB;6;5G;Navy;samsung galaxy a35 a356 5g ds 6 128gb enterprise edition navy;{'a356', '5g', 'enterprise', '6', '128gb', 'a35', 'galaxy', 'samsung', 'ds', 'navy', 'edition'};;
Samsung Galaxy A36 A366 5G DS 6/128Gb Black;Galaxy A36 A366 DS;Samsung;128GB;6;5G;Black;samsung galaxy a36 a366 5g ds 6 128gb black;{'black', '5g', '6', 'a366', 'a36', '128gb', 'galaxy', 'samsung', 'ds'};8806095984087;
Samsung Galaxy A36 A366 5G DS 6/128Gb Enterprise Edition Black;Galaxy A36 A366 DS Enterprise Edition;Samsung;128GB;6;5G;Black;samsung galaxy a36 a366 5g ds 6 128gb enterprise edition black;{'black', '5g', 'enterprise', '6', 'a366', 'a36', '128gb', 'galaxy', 'samsung', 'ds', 'edition'};8806097300250;
Samsung Galaxy A36 A366 5G DS 6/128Gb Lavender;Galaxy A36 A366 DS;Samsung;128GB;6;5G;Lavender;samsung galaxy a36 a366 5g ds 6 128gb lavender;{'5g', '6', 'a366', 'lavender', 'a36', '128gb', 'galaxy', 'samsung', 'ds'};;
Samsung Galaxy A36 A366 5G DS 6/128Gb Lime;Galaxy A36 A366 DS Lime;Samsung;128GB;6;5G;;samsung galaxy a36 a366 5g ds 6 128gb lime;{'5g', '6', 'a366', 'lime', 'a36', '128gb', 'galaxy', 'samsung', 'ds'};8806095984551;
Samsung Galaxy A36 A366 5G DS 6/128Gb White;Galaxy A36 A366 DS;Samsung;128GB;6;5G;White;samsung galaxy a36 a366 5g ds 6 128gb white;{'5g', '6', 'a366', 'a36', '128gb', 'galaxy', 'samsung', 'ds', 'white'};8806095984261;
Samsung Galaxy A36 A366 5G DS 8/256Gb Black;Galaxy A36 A366 DS;Samsung;256GB;8;5G;Black;samsung galaxy a36 a366 5g ds 8 256gb black;{'black', '256gb', '5g', 'a366', 'a36', 'galaxy', 'samsung', 'ds', '8'};;
Samsung Galaxy A36 A366 5G DS 8/256Gb Lavender;Galaxy A36 A366 DS;Samsung;256GB;8;5G;Lavender;samsung galaxy a36 a366 5g ds 8 256gb lavender;{'256gb', '5g', 'a366', 'lavender', 'a36', 'galaxy', 'samsung', 'ds', '8'};;
Samsung Galaxy A36 A366 5G DS 8/256Gb Lime;Galaxy A36 A366 DS Lime;Samsung;256GB;8;5G;;samsung galaxy a36 a366 5g ds 8 256gb lime;{'256gb', '5g', 'a366', 'lime', 'a36', 'galaxy', 'samsung', 'ds', '8'};;
Samsung Galaxy A36 A366 5G DS 8/256Gb White;Galaxy A36 A366 DS;Samsung;256GB;8;5G;White;samsung galaxy a36 a366 5g ds 8 256gb white;{'256gb', '5g', 'a366', 'a36', 'galaxy', 'samsung', 'ds', 'white', '8'};8806095984216;
Samsung Galaxy A55 A556 5G DS 8/128Gb Enterprise Edition Navy;Galaxy A55 A556 DS Enterprise Edition;Samsung;128GB;8;5G;Navy;samsung galaxy a55 a556 5g ds 8 128gb enterprise edition navy;{'edition', '5g', 'a55', 'enterprise', '128gb', 'galaxy', 'navy', 'samsung', 'ds', '8', 'a556'};8806095525464;
Samsung Galaxy A55 A556 5G DS 8/128Gb Ice Blue;Galaxy A55 A556 DS;Samsung;128GB;8;5G;Ice Blue;samsung galaxy a55 a556 5g ds 8 128gb ice blue;{'5g', 'a55', 'ice', '128gb', 'galaxy', 'samsung', 'ds', 'blue', '8', 'a556'};;
Samsung Galaxy A55 A556 5G DS 8/128Gb Lemon;Galaxy A55 A556 DS Lemon;Samsung;128GB;8;5G;;samsung galaxy a55 a556 5g ds 8 128gb lemon;{'5g', 'a55', 'lemon', '128gb', 'galaxy', 'samsung', 'ds', '8', 'a556'};;SM-A556BZYAEUE
Samsung Galaxy A55 A556 5G DS 8/128Gb Navy;Galaxy A55 A556 DS;Samsung;128GB;8;5G;Navy;samsung galaxy a55 a556 5g ds 8 128gb navy;{'5g', 'a55', '128gb', 'galaxy', 'navy', 'samsung', 'ds', '8', 'a556'};;
Samsung Galaxy A55 A556 5G DS 8/256Gb Ice Blue;Galaxy A55 A556 DS;Samsung;256GB;8;5G;Ice Blue;samsung galaxy a55 a556 5g ds 8 256gb ice blue;{'256gb', '5g', 'a55', 'ice', 'galaxy', 'samsung', 'ds', 'blue', '8', 'a556'};;
